status,paid_only,is_favor,frequency,progress,stat_question_id,stat_question__article__live,stat_question__article__slug,stat_question__article__has_video_solution,stat_question__title,stat_question__title_slug,stat_question__hide,stat_total_acs,stat_total_submitted,stat_frontend_question_id,stat_is_new_question,difficulty_level
,False,False,0,0,963,True,three-equal-parts,False,Three Equal Parts,three-equal-parts,False,24260,62136,927,False,3
,False,False,0,0,962,True,flip-string-to-monotone-increasing,False,Flip String to Monotone Increasing,flip-string-to-monotone-increasing,False,29371,54455,926,False,2
,False,False,0,0,961,False,long-pressed-name,False,Long Pressed Name,long-pressed-name,False,72551,201544,925,False,1
,False,False,0,0,960,True,minimize-malware-spread,False,Minimize Malware Spread,minimize-malware-spread,False,32352,77356,924,False,3
,False,False,0,0,959,True,3sum-with-multiplicity,False,3Sum With Multiplicity,3sum-with-multiplicity,False,41658,101553,923,False,2
,False,False,0,0,958,True,sort-array-by-parity-ii,True,Sort Array By Parity II,sort-array-by-parity-ii,False,136389,192890,922,False,1
,False,False,0,0,957,True,minimum-add-to-make-parentheses-valid,False,Minimum Add to Make Parentheses Valid,minimum-add-to-make-parentheses-valid,False,115794,152977,921,False,2
,False,False,0,0,956,True,number-of-music-playlists,False,Number of Music Playlists,number-of-music-playlists,False,15420,31815,920,False,3
,False,False,0,0,955,True,complete-binary-tree-inserter,False,Complete Binary Tree Inserter,complete-binary-tree-inserter,False,26471,43998,919,False,2
,False,False,0,0,954,True,maximum-sub-circular-subarray,False,Maximum Sum Circular Subarray,maximum-sum-circular-subarray,False,75177,215920,918,False,2
,False,False,0,0,953,True,reverse-only-letters,False,Reverse Only Letters,reverse-only-letters,False,88489,148549,917,False,1
,False,False,0,0,952,True,word-subsets,False,Word Subsets,word-subsets,False,45517,86287,916,False,2
,False,False,0,0,951,True,parition-array-into-disjoint-intervals,False,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,False,55265,116321,915,False,2
,False,False,0,0,950,True,x-of-a-kind-in-a-deck-of-cards,False,X of a Kind in a Deck of Cards,x-of-a-kind-in-a-deck-of-cards,False,71098,211021,914,False,1
,False,False,0,0,949,True,cat-and-mouse-game,False,Cat and Mouse,cat-and-mouse,False,12564,35830,913,False,3
,False,False,0,0,948,,,,Sort an Array,sort-an-array,False,170755,268616,912,False,2
,False,False,0,0,947,True,online-election,False,Online Election,online-election,False,33138,63978,911,False,2
,False,False,0,0,946,True,smallest-range-ii,False,Smallest Range II,smallest-range-ii,False,27510,87356,910,False,2
,False,False,0,0,945,False,snakes-and-ladders,False,Snakes and Ladders,snakes-and-ladders,False,53326,135725,909,False,2
,False,False,0,0,944,False,smallest-range-i,False,Smallest Range I,smallest-range-i,False,52568,78983,908,False,1
,False,False,0,0,943,False,sum-of-subarray-minimums,False,Sum of Subarray Minimums,sum-of-subarray-minimums,False,45125,137365,907,False,2
,False,False,0,0,942,True,super-palindromes,False,Super Palindromes,super-palindromes,False,20128,51648,906,False,3
,False,False,0,0,941,True,sort-array-by-parity,False,Sort Array By Parity,sort-array-by-parity,False,355189,473707,905,False,1
,False,False,0,0,940,False,fruit-into-baskets,False,Fruit Into Baskets,fruit-into-baskets,False,146226,338850,904,False,2
,False,False,0,0,939,False,valid-permutations-for-di-sequence,False,Valid Permutations for DI Sequence,valid-permutations-for-di-sequence,False,9493,16936,903,False,3
,False,False,0,0,938,True,numbers-at-most-n-given-digit-set,False,Numbers At Most N Given Digit Set,numbers-at-most-n-given-digit-set,False,21207,58589,902,False,3
,False,False,0,0,937,False,online-stock-span,False,Online Stock Span,online-stock-span,False,97967,158025,901,False,2
,False,False,0,0,936,False,rle-iterator,False,RLE Iterator,rle-iterator,False,36669,64752,900,False,2
,False,False,0,0,935,True,orderly-queue,False,Orderly Queue,orderly-queue,False,10174,18908,899,False,3
,False,False,0,0,934,False,bitwise-ors-of-subarrays,False,Bitwise ORs of Subarrays,bitwise-ors-of-subarrays,False,22124,62290,898,False,2
,False,False,0,0,933,True,increasing-order-search-tree,False,Increasing Order Search Tree,increasing-order-search-tree,False,136140,181089,897,False,1
,False,False,0,0,932,True,monotonic-array,False,Monotonic Array,monotonic-array,False,162306,280427,896,False,1
,False,False,0,0,931,True,maximum-frequency-stack,False,Maximum Frequency Stack,maximum-frequency-stack,False,75090,117734,895,False,3
,False,False,0,0,930,True,all-possible-full-binary-trees,False,All Possible Full Binary Trees,all-possible-full-binary-trees,False,59527,76050,894,False,2
,False,False,0,0,929,False,groups-of-special-equivalent-strings,False,Groups of Special-Equivalent Strings,groups-of-special-equivalent-strings,False,38012,54332,893,False,2
,False,False,0,0,928,False,surface-area-of-3d-shapes,False,Surface Area of 3D Shapes,surface-area-of-3d-shapes,False,24419,40447,892,False,1
,False,False,0,0,927,True,sum-of-subsequence-widths,False,Sum of Subsequence Widths,sum-of-subsequence-widths,False,11552,34459,891,False,3
,False,False,0,0,926,True,find-and-replace-pattern,False,Find and Replace Pattern,find-and-replace-pattern,False,86081,113978,890,False,2
,False,False,0,0,925,False,construct-binary-tree-from-preorder-and-postorder-traversal,False,Construct Binary Tree from Preorder and Postorder Traversal,construct-binary-tree-from-preorder-and-postorder-traversal,False,56071,81959,889,False,2
,False,False,0,0,924,True,fair-candy-swap,False,Fair Candy Swap,fair-candy-swap,False,66405,111577,888,False,1
,False,False,0,0,923,True,super-egg-drop,False,Super Egg Drop,super-egg-drop,False,34585,128517,887,False,3
,False,False,0,0,922,False,possible-bipartition,False,Possible Bipartition,possible-bipartition,False,82764,179900,886,False,2
,False,False,0,0,921,True,spiral-matrix-iii,False,Spiral Matrix III,spiral-matrix-iii,False,28884,40406,885,False,2
,False,False,0,0,920,True,uncommon-words-from-two-sentences,False,Uncommon Words from Two Sentences,uncommon-words-from-two-sentences,False,79591,123185,884,False,1
,False,False,0,0,919,True,projection-area-of-3d-shapes,False,Projection Area of 3D Shapes,projection-area-of-3d-shapes,False,35775,51834,883,False,1
,False,False,0,0,918,True,reachable-nodes-in-subdivided-graph,False,Reachable Nodes In Subdivided Graph,reachable-nodes-in-subdivided-graph,False,8143,18621,882,False,3
,False,False,0,0,917,True,boats-to-save-people,False,Boats to Save People,boats-to-save-people,False,78764,159770,881,False,2
,False,False,0,0,916,True,decoded-string-at-index,False,Decoded String at Index,decoded-string-at-index,False,30471,108079,880,False,2
,False,False,0,0,915,True,generate-random-point-in-a-circle,False,Generate Random Point in a Circle,generate-random-point-in-a-circle,False,30402,77863,478,False,2
,False,False,0,0,914,False,random-point-in-non-overlapping-rectangles,False,Random Point in Non-overlapping Rectangles,random-point-in-non-overlapping-rectangles,False,31640,80923,497,False,2
,False,False,0,0,913,False,random-flip-matrix,False,Random Flip Matrix,random-flip-matrix,False,11047,28998,519,False,2
,False,False,0,0,912,True,random-pick-with-weight,False,Random Pick with Weight,random-pick-with-weight,False,191630,424501,528,False,2
,False,False,0,0,911,True,profitable-schemes,False,Profitable Schemes,profitable-schemes,False,12552,31209,879,False,3
,False,False,0,0,910,True,nth-magical-number,False,Nth Magical Number,nth-magical-number,False,12925,44231,878,False,3
,False,False,0,0,909,True,stone-game,False,Stone Game,stone-game,False,99253,146261,877,False,2
,False,False,0,0,908,True,middle-of-the-linked-list,False,Middle of the Linked List,middle-of-the-linked-list,False,363475,521597,876,False,1
,False,False,0,0,907,True,koko-eating-bananas,False,Koko Eating Bananas,koko-eating-bananas,False,84960,157630,875,False,2
,False,False,0,0,906,False,walking-robot-simulation,False,Walking Robot Simulation,walking-robot-simulation,False,27290,74237,874,False,1
,False,False,0,0,905,True,length-of-longest-fibonacci-subsequence,False,Length of Longest Fibonacci Subsequence,length-of-longest-fibonacci-subsequence,False,41241,85122,873,False,2
,False,False,0,0,904,True,leaf-similar-trees,False,Leaf-Similar Trees,leaf-similar-trees,False,136460,211197,872,False,1
,False,False,0,0,903,True,implement-rand10-using-rand7,False,Implement Rand10() Using Rand7(),implement-rand10-using-rand7,False,52170,112882,470,False,2
,False,False,0,0,902,True,minimum-number-of-refueling-stops,False,Minimum Number of Refueling Stops,minimum-number-of-refueling-stops,False,48112,137901,871,False,3
,False,False,0,0,901,True,advantage-shuffle,False,Advantage Shuffle,advantage-shuffle,False,47492,93534,870,False,2
,False,False,0,0,900,True,reordered-power-of-2,False,Reordered Power of 2,reordered-power-of-2,False,37259,60851,869,False,2
,False,False,0,0,899,True,binary-gap,False,Binary Gap,binary-gap,False,50146,81771,868,False,1
,False,False,0,0,898,True,transpose-matrix,False,Transpose Matrix,transpose-matrix,False,106858,173099,867,False,1
,False,False,0,0,897,True,prime-palindrome,False,Prime Palindrome,prime-palindrome,False,22693,90164,866,False,2
,False,False,0,0,896,True,smallest-subtree-with-all-the-deepest-nodes,False,Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,False,81656,123871,865,False,2
,False,False,0,0,895,False,shortest-path-to-get-all-keys,False,Shortest Path to Get All Keys,shortest-path-to-get-all-keys,False,18056,41796,864,False,3
,False,False,0,0,894,True,random-pick-with-blacklist,False,Random Pick with Blacklist,random-pick-with-blacklist,False,20286,60995,710,False,3
,False,False,0,0,893,True,all-nodes-distance-k-in-binary-tree,False,All Nodes Distance K in Binary Tree,all-nodes-distance-k-in-binary-tree,False,154835,262472,863,False,2
,False,False,0,0,892,True,shortest-subarray-with-sum-at-least-k,False,Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k,False,50999,201147,862,False,3
,False,False,0,0,891,False,score-after-flipping-matrix,False,Score After Flipping Matrix,score-after-flipping-matrix,False,29139,39315,861,False,2
,False,False,0,0,890,True,lemonade-change,False,Lemonade Change,lemonade-change,False,78127,150256,860,False,1
,False,False,0,0,889,True,buddy-strings,False,Buddy Strings,buddy-strings,False,98745,343523,859,False,1
,False,False,0,0,888,False,mirror-reflection,False,Mirror Reflection,mirror-reflection,False,24905,41852,858,False,2
,False,False,0,0,887,True,minimum-cost-to-hire-k-workers,False,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,False,41661,81631,857,False,3
,False,False,0,0,886,True,score-of-parentheses,False,Score of Parentheses,score-of-parentheses,False,80864,124095,856,False,2
,False,False,0,0,885,False,exam-room,False,Exam Room,exam-room,False,40195,92447,855,False,2
,False,False,0,0,884,False,k-similar-strings,False,K-Similar Strings,k-similar-strings,False,25762,66578,854,False,3
,False,False,0,0,883,False,car-fleet,False,Car Fleet,car-fleet,False,52712,116264,853,False,2
,False,False,0,0,882,True,peak-index-in-a-mountain-array,False,Peak Index in a Mountain Array,peak-index-in-a-mountain-array,False,248165,346887,852,False,1
,False,False,0,0,881,True,loud-and-rich,False,Loud and Rich,loud-and-rich,False,16885,31445,851,False,2
,False,False,0,0,880,True,rectangle-area-ii,False,Rectangle Area II,rectangle-area-ii,False,16380,33588,850,False,3
,False,False,0,0,879,True,maximize-distance-to-closest-person,False,Maximize Distance to Closest Person,maximize-distance-to-closest-person,False,114528,255836,849,False,2
,False,False,0,0,878,True,shifting-letters,False,Shifting Letters,shifting-letters,False,33146,73351,848,False,2
,False,False,0,0,877,False,shortest-path-visiting-all-nodes,False,Shortest Path Visiting All Nodes,shortest-path-visiting-all-nodes,False,25422,46384,847,False,3
,False,False,0,0,876,False,hand-of-straights,False,Hand of Straights,hand-of-straights,False,73618,132065,846,False,2
,False,False,0,0,875,True,longest-mountain-in-array,False,Longest Mountain in Array,longest-mountain-in-array,False,72747,186408,845,False,2
,False,False,0,0,874,True,backspace-string-compare,False,Backspace String Compare,backspace-string-compare,False,313535,663624,844,False,1
,False,False,0,0,873,False,guess-the-word,False,Guess the Word,guess-the-word,False,84377,186322,843,False,3
,False,False,0,0,872,True,split-array-into-fibonacci-sequence,False,Split Array into Fibonacci Sequence,split-array-into-fibonacci-sequence,False,27196,73001,842,False,2
,False,False,0,0,871,True,keys-and-rooms,False,Keys and Rooms,keys-and-rooms,False,142905,212800,841,False,2
,False,False,0,0,870,False,magic-squares-in-grid,False,Magic Squares In Grid,magic-squares-in-grid,False,29509,77586,840,False,2
,False,False,0,0,869,False,similar-string-groups,False,Similar String Groups,similar-string-groups,False,40093,93309,839,False,3
,False,False,0,0,868,True,push-dominoes,False,Push Dominoes,push-dominoes,False,50853,98202,838,False,2
,False,False,0,0,867,False,new-21-game,False,New 21 Game,new-21-game,False,25275,70877,837,False,2
,False,False,0,0,866,True,rectangle-overlap,False,Rectangle Overlap,rectangle-overlap,False,82467,192791,836,False,1
,True,False,0,0,865,True,robot-room-cleaner,False,Robot Room Cleaner,robot-room-cleaner,False,87463,118438,489,False,3
,False,False,0,0,864,True,image-overlap,False,Image Overlap,image-overlap,False,44552,72572,835,False,2
,False,False,0,0,863,True,sum-of-distances-in-tree,False,Sum of Distances in Tree,sum-of-distances-in-tree,False,22845,47895,834,False,3
,False,False,0,0,862,False,find-and-replace-in-string,False,Find And Replace in String,find-and-replace-in-string,False,69130,132906,833,False,2
,False,False,0,0,861,True,flipping-an-image,False,Flipping an Image,flipping-an-image,False,250832,318551,832,False,1
,False,False,0,0,860,True,design-circular-queue,False,Design Circular Queue,design-circular-queue,False,130711,272725,622,False,2
,False,False,0,0,859,,,,Design Circular Deque,design-circular-deque,False,31824,56234,641,False,2
,False,False,0,0,858,False,masking-personal-information,False,Masking Personal Information,masking-personal-information,False,12812,28491,831,False,2
,False,False,0,0,857,True,positions-of-large-groups,False,Positions of Large Groups,positions-of-large-groups,False,61094,120293,830,False,1
,False,False,0,0,856,True,consecutive-numbers-sum,False,Consecutive Numbers Sum,consecutive-numbers-sum,False,50476,127548,829,False,3
,False,False,0,0,855,False,unique-letter-string,False,Count Unique Characters of All Substrings of a Given String,count-unique-characters-of-all-substrings-of-a-given-string,False,17014,36235,828,False,3
,False,False,0,0,854,True,making-a-large-island,False,Making A Large Island,making-a-large-island,False,42502,91295,827,False,3
,False,False,0,0,853,True,most-profit-assigning-work,False,Most Profit Assigning Work,most-profit-assigning-work,False,28543,71853,826,False,2
,False,False,0,0,852,False,friends-of-appropriate-ages,False,Friends Of Appropriate Ages,friends-of-appropriate-ages,False,51690,115739,825,False,2
,False,False,0,0,851,False,goat-latin,False,Goat Latin,goat-latin,False,124262,185102,824,False,1
,True,False,0,0,850,True,insert-into-a-cyclic-sorted-list,False,Insert into a Sorted Circular Linked List,insert-into-a-sorted-circular-linked-list,False,72230,218911,708,False,2
,False,False,0,0,843,True,binary-trees-with-factors,False,Binary Trees With Factors,binary-trees-with-factors,False,33728,77348,823,False,2
,False,False,0,0,842,False,card-flipping-game,False,Card Flipping Game,card-flipping-game,False,11477,26082,822,False,2
,False,False,0,0,841,True,shortest-distance-to-a-character,False,Shortest Distance to a Character,shortest-distance-to-a-character,False,113516,161234,821,False,1
,False,False,0,0,839,True,short-encoding-of-words,False,Short Encoding of Words,short-encoding-of-words,False,42087,76523,820,False,2
,False,False,0,0,838,True,design-linked-list,False,Design Linked List,design-linked-list,False,128669,487973,707,False,2
,False,False,0,0,837,True,most-common-word,False,Most Common Word,most-common-word,False,243756,536830,819,False,1
,False,False,0,0,836,False,race-car,False,Race Car,race-car,False,26785,65478,818,False,3
,False,False,0,0,835,False,linked-list-components,False,Linked List Components,linked-list-components,False,60008,103632,817,False,2
,False,False,0,0,834,True,ambiguous-coordinates,False,Ambiguous Coordinates,ambiguous-coordinates,False,24081,43276,816,False,2
,False,False,0,0,833,True,bus-routes,False,Bus Routes,bus-routes,False,54773,124154,815,False,3
,False,False,0,0,832,True,binary-tree-pruning,False,Binary Tree Pruning,binary-tree-pruning,False,117770,165063,814,False,2
,False,False,0,0,831,True,largest-sum-of-averages,False,Largest Sum of Averages,largest-sum-of-averages,False,34525,66823,813,False,2
,False,False,0,0,830,False,largest-triangle-area,False,Largest Triangle Area,largest-triangle-area,False,27735,46717,812,False,1
,False,False,0,0,829,True,subdomain-visit-count,False,Subdomain Visit Count,subdomain-visit-count,False,133255,184165,811,False,1
,False,False,0,0,828,True,chalkboard-xor-game,False,Chalkboard XOR Game,chalkboard-xor-game,False,5486,10736,810,False,3
,False,False,0,0,827,False,expressive-words,False,Expressive Words,expressive-words,False,70862,153841,809,False,2
,False,False,0,0,826,False,soup-servings,False,Soup Servings,soup-servings,False,12873,30981,808,False,2
,False,False,0,0,825,True,max-increase-to-keep-city-skyline,False,Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,False,107028,126229,807,False,2
,False,False,0,0,824,True,number-of-lines-to-write-string,False,Number of Lines To Write String,number-of-lines-to-write-string,False,46098,70163,806,False,1
,False,False,0,0,823,False,split-array-with-same-average,False,Split Array With Same Average,split-array-with-same-average,False,21363,80068,805,False,3
,False,False,0,0,822,True,unique-morse-code-words,False,Unique Morse Code Words,unique-morse-code-words,False,192479,242779,804,False,1
,False,False,0,0,821,True,bricks-falling-when-hit,False,Bricks Falling When Hit,bricks-falling-when-hit,False,19341,59764,803,False,3
,False,False,0,0,820,True,find-eventual-safe-states,False,Find Eventual Safe States,find-eventual-safe-states,False,58251,114870,802,False,2
,False,False,0,0,819,False,minimum-swaps-to-make-sequences-increasing,False,Minimum Swaps To Make Sequences Increasing,minimum-swaps-to-make-sequences-increasing,False,45649,117513,801,False,3
,True,False,0,0,818,False,similar-rgb-color,False,Similar RGB Color,similar-rgb-color,False,11686,18564,800,False,1
,False,False,0,0,817,True,design-hashmap,False,Design HashMap,design-hashmap,False,202829,317443,706,False,1
,False,False,0,0,816,True,design-hashset,False,Design HashSet,design-hashset,False,133560,208768,705,False,1
,False,False,0,0,815,True,champagne-tower,False,Champagne Tower,champagne-tower,False,35552,80259,799,False,2
,False,False,0,0,814,True,smallest-rotation-with-highest-score,False,Smallest Rotation with Highest Score,smallest-rotation-with-highest-score,False,7552,16338,798,False,3
,False,False,0,0,813,True,all-paths-from-source-to-target,False,All Paths From Source to Target,all-paths-from-source-to-target,False,154865,196006,797,False,2
,False,False,0,0,812,True,rotate-string,False,Rotate String,rotate-string,False,109246,222695,796,False,1
,False,False,0,0,811,True,number-of-subarrays-with-bounded-maximum,False,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,False,43917,84594,795,False,2
,False,False,0,0,810,False,valid-tic-tac-toe-state,False,Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,False,36876,106903,794,False,2
,False,False,0,0,809,True,preimage-size-of-factorial-zeroes-function,False,Preimage Size of Factorial Zeroes Function,preimage-size-of-factorial-zeroes-function,False,10277,25215,793,False,3
,False,False,0,0,808,True,number-of-matching-subsequences,False,Number of Matching Subsequences,number-of-matching-subsequences,False,89784,183157,792,False,2
,False,False,0,0,807,True,custom-sort-string,False,Custom Sort String,custom-sort-string,False,124211,185224,791,False,2
,False,False,0,0,806,True,domino-and-tromino-tiling,False,Domino and Tromino Tiling,domino-and-tromino-tiling,False,21440,52356,790,False,2
,False,False,0,0,805,True,escape-the-ghosts,False,Escape The Ghosts,escape-the-ghosts,False,18273,30948,789,False,2
,False,False,0,0,804,False,rotated-digits,False,Rotated Digits,rotated-digits,False,72311,126002,788,False,2
,False,False,0,0,803,True,cheapest-flights-within-k-stops,False,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,False,165763,438894,787,False,2
,False,False,0,0,802,True,k-th-smallest-prime-fraction,False,K-th Smallest Prime Fraction,k-th-smallest-prime-fraction,False,21021,46183,786,False,3
,False,False,0,0,801,True,is-graph-bipartite,False,Is Graph Bipartite?,is-graph-bipartite,False,217422,441680,785,False,2
,False,False,0,0,800,True,letter-case-permutation,False,Letter Case Permutation,letter-case-permutation,False,150835,217320,784,False,2
,False,False,0,0,799,True,minimum-distance-between-bst-nodes,False,Minimum Distance Between BST Nodes,minimum-distance-between-bst-nodes,False,97915,178612,783,False,1
,False,False,0,0,798,True,transform-to-chessboard,False,Transform to Chessboard,transform-to-chessboard,False,6976,14797,782,False,3
,False,False,0,0,797,True,rabbits-in-forest,False,Rabbits in Forest,rabbits-in-forest,False,29181,52043,781,False,2
,False,False,0,0,796,True,reaching-points,False,Reaching Points,reaching-points,False,33848,110630,780,False,3
,False,False,0,0,795,False,k-th-symbol-in-grammar,False,K-th Symbol in Grammar,k-th-symbol-in-grammar,False,60932,155674,779,False,2
,False,False,0,0,794,True,swim-in-rising-water,False,Swim in Rising Water,swim-in-rising-water,False,52441,90847,778,False,3
,False,False,0,0,793,False,swap-adjacent-in-lr-string,False,Swap Adjacent in LR String,swap-adjacent-in-lr-string,False,40603,113554,777,False,2
,False,False,0,0,792,True,binary-search,False,Binary Search,binary-search,False,299409,545947,704,False,1
,True,False,0,0,791,True,split-bst,False,Split BST,split-bst,False,23083,40277,776,False,2
,False,False,0,0,790,True,global-and-local-inversions,False,Global and Local Inversions,global-and-local-inversions,False,50635,110174,775,False,2
,False,False,0,0,789,,,,Kth Largest Element in a Stream,kth-largest-element-in-a-stream,False,145969,283188,703,False,1
,True,False,0,0,788,True,minimize-max-distance-to-gas-station,False,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,False,20258,41197,774,False,3
,False,False,0,0,787,False,sliding-puzzle,False,Sliding Puzzle,sliding-puzzle,False,57772,93291,773,False,3
,True,False,0,0,786,True,search-in-a-sorted-array-of-unknown-size,False,Search in a Sorted Array of Unknown Size,search-in-a-sorted-array-of-unknown-size,False,50188,72197,702,False,2
,True,False,0,0,785,,,,Basic Calculator III,basic-calculator-iii,False,62096,137106,772,False,3
,False,False,0,0,784,True,insert-into-a-bst,False,Insert into a Binary Search Tree,insert-into-a-binary-search-tree,False,194204,259105,701,False,2
,False,False,0,0,783,True,search-in-a-bst,False,Search in a Binary Search Tree,search-in-a-binary-search-tree,False,307876,417152,700,False,1
,False,False,0,0,782,True,jewels-and-stones,False,Jewels and Stones,jewels-and-stones,False,654613,750255,771,False,1
,False,False,0,0,781,False,basic-calculator-iv,False,Basic Calculator IV,basic-calculator-iv,False,6945,12703,770,False,3
,False,False,0,0,780,False,max-chunks-to-make-sorted-i,False,Max Chunks To Make Sorted,max-chunks-to-make-sorted,False,53237,94449,769,False,2
,False,False,0,0,779,False,max-chunks-to-make-sorted-ii,False,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,False,29326,58175,768,False,3
,False,False,0,0,778,False,reorganized-string,False,Reorganize String,reorganize-string,False,156666,308422,767,False,2
,False,False,0,0,777,True,toeplitz-matrix,False,Toeplitz Matrix,toeplitz-matrix,False,135880,205481,766,False,1
,False,False,0,0,776,True,n-ary-tree-postorder-traversal,False,N-ary Tree Postorder Traversal,n-ary-tree-postorder-traversal,False,144510,193474,590,False,1
,False,False,0,0,775,True,n-ary-tree-preorder-traversal,False,N-ary Tree Preorder Traversal,n-ary-tree-preorder-traversal,False,179065,239440,589,False,1
,False,False,0,0,774,True,maximum-depth-of-n-ary-tree,False,Maximum Depth of N-ary Tree,maximum-depth-of-n-ary-tree,False,174425,248929,559,False,1
,False,False,0,0,773,,,,Logical OR of Two Binary Grids Represented as Quad-Trees,logical-or-of-two-binary-grids-represented-as-quad-trees,False,9966,21614,558,False,2
,False,False,0,0,772,,,,Construct Quad Tree,construct-quad-tree,False,31032,48901,427,False,2
,True,False,0,0,771,True,encode-n-ary-tree-to-binary-tree,False,Encode N-ary Tree to Binary Tree,encode-n-ary-tree-to-binary-tree,False,12598,16710,431,False,3
,False,False,0,0,770,True,couples-holding-hands,False,Couples Holding Hands,couples-holding-hands,False,36695,65525,765,False,3
,False,False,0,0,769,True,largest-plus-sign,False,Largest Plus Sign,largest-plus-sign,False,27599,58500,764,False,2
,False,False,0,0,768,True,partition-labels,False,Partition Labels,partition-labels,False,275251,351712,763,False,2
,False,False,0,0,767,False,prime-number-of-set-bits-in-binary-representation,False,Prime Number of Set Bits in Binary Representation,prime-number-of-set-bits-in-binary-representation,False,58700,89970,762,False,1
,False,False,0,0,766,True,flatten-a-multilevel-doubly-linked-list,False,Flatten a Multilevel Doubly Linked List,flatten-a-multilevel-doubly-linked-list,False,171904,299832,430,False,2
,True,False,0,0,765,True,serialize-and-deserialize-n-ary-tree,False,Serialize and Deserialize N-ary Tree,serialize-and-deserialize-n-ary-tree,False,51775,82642,428,False,3
,False,False,0,0,764,True,n-ary-tree-level-order-traversal,False,N-ary Tree Level Order Traversal,n-ary-tree-level-order-traversal,False,113732,168536,429,False,2
,False,False,0,0,763,True,special-binary-string,False,Special Binary String,special-binary-string,False,11906,20099,761,False,3
,True,False,0,0,762,True,find-anagram-mappings,False,Find Anagram Mappings,find-anagram-mappings,False,72507,88217,760,False,1
,True,False,0,0,761,False,employee-free-time,False,Employee Free Time,employee-free-time,False,74634,107611,759,False,3
,True,False,0,0,760,False,bold-words-in-string,False,Bold Words in String,bold-words-in-string,False,14279,29356,758,False,2
,False,False,0,0,759,False,set-intersection-size-at-least-two,False,Set Intersection Size At Least Two,set-intersection-size-at-least-two,False,13517,31568,757,False,3
,True,False,0,0,758,True,convert-binary-search-tree-to-sorted-doubly-linked-list,False,Convert Binary Search Tree to Sorted Doubly Linked List,convert-binary-search-tree-to-sorted-doubly-linked-list,False,134574,215456,426,False,2
,False,False,0,0,757,False,pyramid-transition-matrix,False,Pyramid Transition Matrix,pyramid-transition-matrix,False,25045,44714,756,False,2
,True,False,0,0,756,False,pour-water,False,Pour Water,pour-water,False,25916,58094,755,False,2
,False,False,0,0,755,True,reach-a-number,False,Reach a Number,reach-a-number,False,32683,80085,754,False,2
,False,False,0,0,754,False,cracking-the-safe,False,Cracking the Safe,cracking-the-safe,False,38970,73377,753,False,3
,False,False,0,0,753,True,open-the-lock,False,Open the Lock,open-the-lock,False,124415,227184,752,False,2
,True,False,0,0,752,False,ip-to-cidr,False,IP to CIDR,ip-to-cidr,False,12143,21046,751,False,2
,True,False,0,0,751,True,number-of-corner-rectangles,False,Number Of Corner Rectangles,number-of-corner-rectangles,False,33302,49489,750,False,2
,False,False,0,0,750,False,contain-virus,False,Contain Virus,contain-virus,False,7032,14321,749,False,3
,False,False,0,0,749,False,shortest-completing-word,False,Shortest Completing Word,shortest-completing-word,False,42190,72717,748,False,1
,False,False,0,0,748,False,largest-number-at-least-twice-of-others,False,Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others,False,123991,282920,747,False,1
,False,False,0,0,747,True,min-cost-climbing-stairs,False,Min Cost Climbing Stairs,min-cost-climbing-stairs,False,280540,520650,746,False,1
,False,False,0,0,746,True,prefix-and-suffix-search,False,Prefix and Suffix Search,prefix-and-suffix-search,False,40826,115804,745,False,3
,False,False,0,0,745,True,find-smallest-letter-greater-than-target,False,Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,False,117607,256867,744,False,1
,False,False,0,0,744,True,network-delay-time,False,Network Delay Time,network-delay-time,False,163967,353689,743,False,2
,True,False,0,0,743,True,closest-leaf-in-binary-tree,False,Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree,False,31019,69201,742,False,2
,False,False,0,0,742,True,to-lower-case,False,To Lower Case,to-lower-case,False,297562,368772,709,False,1
,False,False,0,0,741,True,cherry-pickup,False,Cherry Pickup,cherry-pickup,False,41456,116180,741,False,3
,False,False,0,0,740,True,delete-and-earn,False,Delete and Earn,delete-and-earn,False,64947,125199,740,False,2
,False,False,0,0,739,False,daily-temperatures,False,Daily Temperatures,daily-temperatures,False,268965,410496,739,False,2
,False,False,0,0,738,False,monotone-increasing-digits,False,Monotone Increasing Digits,monotone-increasing-digits,False,31276,67901,738,False,2
,True,False,0,0,737,True,sentence-similarity-ii,False,Sentence Similarity II,sentence-similarity-ii,False,51875,110309,737,False,2
,False,False,0,0,736,False,parse-lisp-expression,False,Parse Lisp Expression,parse-lisp-expression,False,16084,32019,736,False,3
,False,False,0,0,735,True,asteroid-collision,False,Asteroid Collision,asteroid-collision,False,127484,292038,735,False,2
